,release_date,movie,production_budget_millions,domestic_gross_millions,worldwide_gross_millions,vote_average,vote_count,start_year,genres,directors_name,movie_profits_millions
2005,4-Nov-16,Loving,9.0,7.710234,12.898064,6.7,529,2012,"Drama,Romance",Slawomir Fabicki,3.8980639999999998
2008,29-Sep-00,Beautiful,9.0,3.134509,3.134509,8.0,1,2011,"Biography,Drama,Family",V.K. Prakash,-5.8654910000000005
2010,22-Mar-13,The Sapphires,9.0,2.450867,20.39504,6.7,97,2012,"Biography,Comedy,Drama",Wayne Blair,11.395040000000002
2011,26-Aug-16,Greater,9.0,2.000093,2.000093,7.3,37,2016,"Biography,Family,Sport",David L. Hunt,-6.999907
2012,25-Dec-18,Destroyer,9.0,1.533324,3.681096,5.9,176,2018,"Action,Crime,Drama",Karyn Kusama,-5.318904
2013,8-May-15,Skin Trade,9.0,0.001242,0.001242,5.6,96,2010,Documentary,Shannon Keith,-8.998758
2015,17-Jun-14,Beneath Hill 60,9.0,0.0,3.440939,7.0,66,2010,"Drama,History,War",Jeremy Sims,-5.559061
2016,18-May-12,Polisse,8.9,0.176988,22.744132,7.8,670,2011,"Crime,Drama",Maïwenn,13.844132
2017,18-Nov-16,Manchester by the Sea,8.5,47.695371,77.733867,7.5,3176,2016,Drama,Kenneth Lonergan,69.233867
2018,31-Oct-14,Nightcrawler,8.5,32.381218,50.334418,7.7,5860,2014,"Crime,Drama,Thriller",Dan Gilroy,41.834418
2019,16-Jan-19,Dragon Ball Super: Broly,8.5,30.376755,122.747755,7.4,721,2018,"Action,Adventure,Animation",Tatsuya Nagamine,114.247755
2020,27-Sep-13,Baggage Claim,8.5,21.569509,22.885836,5.4,127,2013,Comedy,David E. Talbert,14.385836000000001
2021,7-Oct-16,Middle School: The Worst Years of My Life,8.5,20.007149,23.311293,7.0,190,2016,"Comedy,Family",Steve Carr,14.811293
2022,13-Jun-14,The Rover,8.5,1.109199,3.180252,6.2,435,2014,"Action,Crime,Drama",David Michôd,-5.319748000000001
2023,4-Jun-99,Limbo,8.3,2.16071,2.598224,7.7,3,2019,"Drama,Thriller",Tim Dünschede,-5.701776000000001
2027,17-Sep-10,Easy A,8.0,58.401464,76.200721,6.8,4168,2010,"Comedy,Drama,Romance",Will Gluck,68.200721
2028,30-Sep-11,50/50,8.0,35.016118,41.334735,7.1,2111,2011,"Comedy,Drama,Romance",Jonathan Levine,33.334735
2029,2-Sep-15,A Walk in the Woods,8.0,29.499394,37.119358,5.9,402,2015,"Adventure,Biography,Comedy",Ken Kwapis,29.119358
2030,31-Jan-14,That Awkward Moment,8.0,26.068955,53.068955,6.1,1759,2014,"Comedy,Romance",Tom Gormican,45.068955
2031,21-Mar-08,Shutter,8.0,25.92855,47.782426,6.0,1,2012,Thriller,Joy Mathew,39.782426
2034,7-May-93,Much Ado About Nothing,8.0,22.549338,22.549338,7.2,165,2019,Drama,Jason L. Mitchell,14.549337999999999
2044,18-Sep-13,Enough Said,8.0,17.550872,25.621449,6.7,464,2013,"Comedy,Drama,Romance",Nicole Holofcener,17.621449
2045,29-Apr-11,Prom,8.0,10.130219,10.763183,6.0,276,2011,"Comedy,Drama,Family",Joe Nussbaum,2.7631829999999997
2046,12-Jun-15,Me and Earl and the Dying Girl,8.0,6.758416,9.26618,7.6,1570,2015,"Comedy,Drama,Romance",Alfonso Gomez-Rejon,1.2661800000000003
2047,2-Sep-16,Morgan,8.0,3.915251,7.298786,6.7,12,2012,"Drama,Romance",Michael D. Akers,-0.7012140000000002
2051,29-Dec-10,Another Year,8.0,3.205706,20.005613,7.0,150,2010,"Comedy,Drama",Mike Leigh,12.005613
2057,6-Apr-18,Lean on Pete,8.0,1.163056,2.455027,6.9,133,2017,"Adventure,Drama",Andrew Haigh,-5.544973000000001
2058,19-Nov-10,Made in Dagenham,8.0,1.095369,15.644196,6.6,150,2010,"Biography,Comedy,Drama",Nigel Cole,7.644196000000001
2059,3-May-19,El Chicano,8.0,0.700261,0.700261,9.0,1,2018,Drama,Ben Hernandez Bray,-7.299739
2060,26-Oct-18,London Fields,8.0,0.252676,0.433732,5.3,59,2018,"Crime,Mystery,Thriller",Mathew Cullen,-7.566268
2061,16-Sep-11,Restless,8.0,0.163753,2.772511,6.4,258,2011,"Drama,Romance",Gus Van Sant,-5.227489
2063,29-Oct-10,Wild Target,8.0,0.109338,5.314194,6.4,356,2010,"Action,Comedy,Crime",Jonathan Lynn,-2.6858060000000004
2064,5-Oct-12,Wuthering Heights,8.0,0.100915,2.721534,6.1,115,2011,"Drama,Romance",Andrea Arnold,-5.278466
2066,18-Nov-16,A Street Cat Named Bob,8.0,0.082703,17.382693,7.5,500,2016,"Biography,Comedy,Drama",Roger Spottiswoode,9.382693
2067,22-May-15,Aloft,8.0,0.053086,0.237688,5.5,61,2014,Drama,Claudia Llosa,-7.762312
2068,12-Aug-14,Swelter,8.0,0.0,0.044197,5.1,44,2014,"Action,Crime,Drama",Keith Parmer,-7.955803
2069,13-Dec-89,Driving Miss Daisy,7.5,106.593296,106.593296,6.7,5,2014,"Comedy,Drama",David Esbjornson,99.093296
2070,21-Dec-11,Albert Nobbs,7.5,3.014696,8.539003,6.3,227,2011,"Drama,Romance",Rodrigo García,1.0390029999999992
2071,24-Jun-16,The Neon Demon,7.5,1.333124,3.559803,6.6,2005,2016,"Horror,Thriller",Nicolas Winding Refn,-3.940197
2072,9-Jan-15,Black November,7.5,0.0,0.032572,5.9,5,2012,"Action,Crime,Drama",Jeta Amata,-7.467428
2073,13-Jan-17,The Bye Bye Man,7.4,22.395806,31.187727,5.1,678,2017,"Drama,Fantasy,Horror",Stacy Title,23.787726999999997
2074,16-Sep-11,3,7.2,0.059774,0.295492,6.0,2,2010,"Comedy,Drama,Romance",Tom Tykwer,-6.904508
2077,29-Jun-12,Magic Mike,7.0,113.721571,170.549753,6.1,1850,2012,"Comedy,Drama",Steven Soderbergh,163.549753
2078,6-May-11,Jumping the Broom,7.0,37.295394,38.158601,6.0,103,2011,"Comedy,Drama",Salim Akil,31.158600999999997
2079,7-Apr-17,Gifted,7.0,24.801212,36.964656,7.9,2035,2018,Documentary,Johnathan McFarlane,29.964655999999998
2082,11-Apr-01,Kingdom Come,7.0,23.247539,23.393939,8.0,1,2015,Documentary,Rick DeYoung,16.393939
2086,12-Feb-88,Action Jackson,7.0,20.257,20.257,5.2,81,2014,"Action,Thriller",Prabhu Deva,13.257000000000001
2087,13-May-83,Breathless,7.0,19.910002,19.910002,5.4,18,2012,"Comedy,Thriller",Jesse Baget,12.910001999999999
2090,19-Jun-15,Dope,7.0,17.50647,18.190831,7.2,954,2015,"Comedy,Crime,Drama",Rick Famuyiwa,11.190831
2091,14-Nov-14,Beyond the Lights,7.0,14.618727,14.618727,7.0,238,2014,"Drama,Music,Romance",Gina Prince-Bythewood,7.618727
2092,18-Jun-10,Cyrus,7.0,7.468936,10.062896,6.0,201,2010,"Crime,Horror,Mystery",Mark Vadik,3.0628960000000003
2093,22-Dec-10,Somewhere,7.0,1.785645,17.023121,6.1,376,2010,"Comedy,Drama",Sofia Coppola,10.023121
2094,13-Jan-12,We Need to Talk About Kevin,7.0,1.738692,10.765283,7.6,1306,2011,"Drama,Mystery,Thriller",Lynne Ramsay,3.765283
2095,15-Nov-13,The Christmas Candle,7.0,1.632,1.933829,6.0,15,2013,"Drama,Family",John Stephenson,-5.066171
2096,2-Oct-15,Freeheld,7.0,0.546201,1.732228,7.3,360,2015,"Biography,Drama,Romance",Peter Sollett,-5.267772
2097,2-Apr-14,Dom Hemingway,7.0,0.523511,1.857458,5.8,302,2013,"Comedy,Crime,Drama",Richard Shepard,-5.142542
2098,13-May-11,Hesher,7.0,0.382946,0.382946,7.0,335,2010,"Comedy,Crime,Drama",Spencer Susser,-6.6170539999999995
2099,23-Jul-13,Twixt,7.0,0.0,1.268346,5.0,132,2011,"Comedy,Fantasy,Horror",Francis Ford Coppola,-5.731654
2100,20-Nov-15,Criminal Activities,7.0,0.0,0.386744,5.9,166,2015,"Crime,Drama,Thriller",Jackie Earle Haley,-6.613256
2101,21-Sep-12,House at the End of the Street,6.9,31.611916,44.103982,5.8,1033,2012,"Drama,Horror,Thriller",Mark Tonderai,37.203982
2102,17-Sep-10,Incendies,6.8,6.857096,16.038343,8.1,1034,2010,"Drama,Mystery,War",Denis Villeneuve,9.238343
2103,3-Oct-14,Annabelle,6.5,84.273813,256.86292,5.6,3357,2014,"Horror,Mystery,Thriller",John R. Leonetti,250.36291999999997
2104,20-Oct-17,Same Kind of Different as Me,6.5,6.423605,6.423605,6.8,103,2017,"Biography,Drama",Michael Carney,-0.07639499999999977
2105,2-Dec-11,Shame,6.5,4.002293,20.412841,7.0,1607,2011,Drama,Steve McQueen,13.912841
2111,31-May-13,The East,6.5,2.274649,3.027956,6.6,438,2013,"Adventure,Drama,Thriller",Zal Batmanglij,-3.472044
2112,13-Nov-09,The Messenger,6.5,1.10966,1.744952,8.0,2,2012,Drama,Kade Mendelowitz,-4.755048
2116,31-Dec-11,Tracker,6.5,0.0,0.003149,6.7,29,2010,"Action,Adventure,Drama",Ian Sharp,-6.496851
2117,11-May-18,Breaking In,6.0,46.84059,51.41162,2.5,2,2018,"Action,Crime,Drama",James McTeigue,45.41162
2119,30-Nov-18,The Possession of Hannah Grace,6.0,14.836174,42.785387,5.1,393,2018,"Horror,Mystery,Thriller",Diederik Van Rooijen,36.785387
2120,15-Jan-16,The Lady in the Van,6.0,10.021175,42.320503,6.3,393,2015,"Biography,Comedy,Drama",Nicholas Hytner,36.320503
2121,27-Apr-12,Bernie,6.0,9.204489,10.106975,6.6,503,2011,"Biography,Comedy,Crime",Richard Linklater,4.106975
2123,29-Jul-11,The Guard,6.0,5.359774,21.197454,6.9,563,2011,"Comedy,Crime,Thriller",John Michael McDonagh,15.197454
2124,18-Jul-14,Wish I Was Here,6.0,3.591299,6.591365,6.6,440,2014,"Comedy,Drama",Zach Braff,0.5913649999999997
2125,14-Mar-14,Veronica Mars,6.0,3.322127,3.485383,6.7,699,2014,"Crime,Drama,Mystery",Rob Thomas,-2.514617
2126,15-Jul-11,Snow Flower and the Secret Fan,6.0,1.348205,11.348205,5.9,39,2011,"Drama,History",Wayne Wang,5.348205
2127,14-Sep-18,Mandy,6.0,1.214525,1.427656,3.5,2,2016,"Drama,Thriller",Adam Vermillion,-4.572344
2131,25-Mar-11,The 5th Quarter,6.0,0.408159,0.408159,4.7,15,2010,"Biography,Drama,Sport",Rick Bieber,-5.591841
2132,7-Dec-12,Deadfall,6.0,0.066351,1.673635,5.9,357,2012,"Crime,Drama,Thriller",Stefan Ruzowitzky,-4.326365
2133,8-May-09,Julia,6.0,0.065108,1.365108,2.0,1,2014,"Horror,Thriller",Matthew A. Brown,-4.634892
2137,23-Jan-15,Song One,6.0,0.032251,0.437089,5.6,126,2014,"Drama,Music",Kate Barker-Froyland,-5.562911
2138,2-Aug-96,Emma,5.9,22.231658,37.831658,10.0,1,2016,Thriller,Vladimir V. Feyer,31.931658
2147,16-Jul-10,Standing Ovation,5.6,0.531806,0.531806,4.3,12,2010,Musical,Stewart Raffill,-5.068194
2148,7-Dec-12,Khiladi 786,5.6,0.385422,14.683763,4.7,16,2012,"Action,Comedy",Ashish R. Mohan,9.083763000000001
2149,27-Sep-13,Don Jon,5.5,24.477704,41.268579,5.9,2709,2013,"Comedy,Drama,Romance",Joseph Gordon-Levitt,35.768579
2150,28-Sep-18,Hell Fest,5.5,11.107431,18.119231,5.5,273,2018,Horror,Gregory Plotkin,12.619231
2151,14-Dec-01,Iris,5.5,5.580479,5.580479,7.6,71,2011,"Drama,Family,History",Ulrika Bengts,0.08047900000000041
2154,3-Oct-03,Wonderland,5.5,1.060512,1.060512,3.3,3,2011,"Fantasy,Horror,Sci-Fi",Brandon Slagle,-4.439488
2160,21-Oct-11,Le Havre,5.5,0.611709,13.480196,6.9,169,2011,"Comedy,Drama",Aki Kaurismäki,7.980195999999999
2161,15-Jul-11,Salvation Boulevard,5.5,0.028468,0.028468,5.4,38,2011,"Action,Comedy,Drama",George Ratliff,-5.471532
2162,5-May-15,Miss Julie,5.5,0.0,0.863895,5.8,77,2013,"Drama,Romance",Mikael Berg,-4.636105
2164,19-Jul-13,Grabbers,5.3,0.0,0.440821,6.1,202,2012,"Comedy,Horror,Sci-Fi",Jon Wright,-4.859179
2165,1-Aug-44,Wilson,5.2,2.0,2.0,5.8,195,2017,"Comedy,Drama",Craig Johnson,-3.2
2166,22-Apr-11,Dum Maaro Dum,5.2,0.564489,11.633427,5.4,16,2011,"Action,Crime,Drama",Rohan Sippy,6.433426999999999
2167,24-Feb-17,Get Out,5.0,176.040665,255.367951,5.5,8,2017,"Horror,Mystery,Thriller",Jordan Peele,250.367951
2169,20-Jan-17,Split,5.0,138.141585,278.964806,5.3,2,2016,"Comedy,Romance,Sport",Jamie Buckner,273.964806
2173,11-Mar-16,10 Cloverfield Lane,5.0,72.082999,108.286422,6.9,4629,2016,"Drama,Horror,Mystery",Dan Trachtenberg,103.286422
2174,22-Jul-16,Lights Out,5.0,67.268835,148.80651,6.3,2220,2010,Drama,Gregori J. Martin,143.80651
2177,11-Sep-15,The Visit,5.0,65.206105,98.677816,6.2,2634,2010,"Comedy,Drama,Romance",Richard Dailey,93.677816
2183,13-Oct-17,Happy Death Day,5.0,55.683845,125.01026,6.6,3211,2017,"Horror,Mystery,Thriller",Christopher Landon,120.01026
2184,24-Oct-14,Ouija,5.0,50.85601,103.300632,5.1,1670,2014,"Horror,Mystery,Thriller",Stiles White,98.300632
2185,23-Jun-17,The Big Sick,5.0,42.872467,53.97286,7.4,1302,2017,"Comedy,Drama,Romance",Michael Showalter,48.97286
2186,24-Dec-03,Monster,5.0,34.46921,64.240813,5.0,1,2013,Drama,Akiko Ohku,59.240813
2194,3-Jan-14,Paranormal Activity: The Marked Ones,5.0,32.462372,90.904854,5.3,752,2014,"Horror,Mystery,Thriller",Christopher Landon,85.904854
2195,11-Apr-14,Oculus,5.0,27.695246,44.115496,6.4,1747,2013,"Horror,Mystery",Mike Flanagan,39.115496
2196,1-Nov-13,Dallas Buyers Club,5.0,27.298285,60.611845,7.9,4961,2013,"Biography,Drama",Jean-Marc Vallée,55.611845
2197,26-Aug-15,No Escape,5.0,27.288872,42.844516,6.8,1296,2015,"Action,Thriller",John Erick Dowdle,37.844516
2199,27-Feb-15,The Lazarus Effect,5.0,25.80157,38.35931,4.8,3,2015,"Horror,Mystery,Sci-Fi",David Gelb,33.35931
2201,26-Aug-11,Our Idiot Brother,5.0,24.81483,25.861249,6.1,527,2011,"Comedy,Drama",Jesse Peretz,20.861249
2202,9-Mar-18,The Strangers: Prey at Night,5.0,24.431472,29.960051,5.4,621,2018,Horror,Johannes Roberts,24.960051
2203,29-Aug-14,"As Above, So Below",5.0,21.222315,41.824066,6.2,1321,2012,Documentary,Sarah Christman,36.824066
2206,19-Feb-16,Race,5.0,19.115191,23.745772,7.2,910,2010,"Biography,Documentary,History",Katherine Cecil,18.745772
2209,2-Sep-11,Apollo 18,5.0,17.686929,26.517819,5.0,486,2011,"Horror,Mystery,Sci-Fi",Gonzalo López-Gallego,21.517819
2210,23-Mar-18,"Paul, Apostle of Christ",5.0,17.547999,25.529498,7.1,98,2018,"Adventure,Biography,Drama",Andrew Hyatt,20.529498
2211,10-Oct-14,Addicted,5.0,17.39077,17.499242,5.3,103,2014,"Drama,Thriller",Bille Woodruff,12.499241999999999
2214,15-Mar-13,Spring Breakers,5.0,14.124286,31.149251,5.0,2495,2012,"Comedy,Crime,Drama",Harmony Korine,26.149251
2215,9-Jun-17,It Comes at Night,5.0,13.985117,19.720203,5.8,1141,2017,"Horror,Mystery",Trey Edward Shults,14.720203000000001
2216,3-Mar-17,Before I Fall,5.0,12.241072,18.945682,7.0,2135,2017,"Drama,Fantasy,Mystery",Ry Russo-Young,13.945682000000001
2217,29-Jan-16,Fifty Shades of Black,5.0,11.68694,22.113075,4.4,677,2016,Comedy,Michael Tiddes,17.113075
2218,17-Mar-17,The Belko Experiment,5.0,10.16682,11.792942,6.1,757,2016,"Horror,Thriller",Greg McLean,6.792942
2219,11-Mar-16,The Perfect Match,5.0,9.669521,10.18205,5.5,78,2013,"Biography,Documentary,Family",Jennifer Barbaro,5.18205
2222,21-Sep-18,Fahrenheit 11/9,5.0,6.352306,6.653715,7.1,142,2018,Documentary,Michael Moore,1.653715
2223,11-Sep-15,90 Minutes in Heaven,5.0,4.816142,4.816142,5.3,63,2015,Drama,Michael Polish,-0.18385799999999985
2224,2-Dec-16,Incarnate,5.0,4.799774,9.371036,5.2,314,2016,"Horror,Thriller",Brad Peyton,4.371036
2225,3-Mar-17,Table 19,5.0,3.614896,4.620399,6.0,604,2017,"Comedy,Drama,Romance",Jeffrey Blitz,-0.3796010000000001
2226,15-Apr-16,Green Room,5.0,3.220371,3.807503,6.8,1314,2015,"Horror,Music,Thriller",Jeremy Saulnier,-1.192497
2227,9-Mar-18,Thoroughbreds,5.0,3.072605,3.187302,6.3,398,2017,"Comedy,Crime,Drama",Cory Finley,-1.8126980000000001
2228,4-Mar-16,The Other Side of the Door,5.0,3.000342,12.905107,5.3,470,2014,Drama,Ira Farmer,7.905106999999999
2230,13-May-11,Everything Must Go,5.0,2.712131,2.82101,6.0,301,2010,"Comedy,Drama",Dan Rush,-2.17899
2231,10-Oct-14,Kill the Messenger,5.0,2.450846,6.656705,6.6,507,2014,"Biography,Crime,Drama",Michael Cuesta,1.6567049999999997
2232,17-Dec-10,Rabbit Hole,5.0,2.229058,6.205034,6.8,292,2010,Drama,John Cameron Mitchell,1.2050340000000004
2233,23-Oct-15,Jem and the Holograms,5.0,2.18464,2.368937,5.4,241,2015,"Adventure,Drama,Family",Jon M. Chu,-2.631063
2234,28-Dec-16,Paterson,5.0,2.141423,10.727536,7.1,736,2016,"Comedy,Drama,Romance",Jim Jarmusch,5.727536000000001
2235,16-Aug-13,Ain't Them Bodies Saints,5.0,0.391611,1.075009,6.2,217,2013,"Crime,Drama,Romance",David Lowery,-3.924991
2236,7-Aug-15,Cop Car,5.0,0.134552,0.143658,5.8,452,2015,"Crime,Thriller",Jon Watts,-4.856342
2237,30-May-08,Stuck,5.0,0.067505,0.067505,5.6,4,2012,"Comedy,Drama",Michael Courtney,-4.932495
2247,17-Oct-14,Rudderless,5.0,0.056001,0.567219,7.4,149,2014,"Comedy,Drama,Music",William H. Macy,-4.432781
2248,14-Aug-09,Grace,5.0,0.008297,0.008297,4.6,78,2011,"Crime,Drama,Horror",Rodger Edralin,-4.991703
2257,15-May-15,Area 51,5.0,0.007556,0.007556,4.4,248,2015,"Horror,Sci-Fi,Thriller",Oren Peli,-4.992444
2258,31-Dec-08,The Cottage,5.0,0.0,1.50496,4.3,14,2012,"Drama,Horror,Thriller",Chris Jaymes,-3.49504
2259,5-Dec-14,Dying of the Light,5.0,0.0,0.074639,4.6,174,2014,"Drama,Thriller",Paul Schrader,-4.925361
2260,2-Sep-16,Yoga Hosers,5.0,0.0,0.022958,4.5,221,2016,"Action,Comedy,Fantasy",Kevin Smith,-4.977042
2261,23-Jan-15,Mommy,4.9,3.498695,17.536004,8.3,1399,2014,Drama,Xavier Dolan,12.636003999999998
2262,17-Aug-12,The Awakening,4.9,0.095933,6.924321,4.0,3,2010,"Horror,Thriller",Vince Rotonda,2.0243209999999996
2268,19-Jul-13,Only God Forgives,4.8,0.775849,4.49456,5.8,1396,2013,"Crime,Drama",Nicolas Winding Refn,-0.30543999999999993
2269,30-Sep-11,Take Shelter,4.75,1.728953,4.972016,7.2,787,2011,"Drama,Horror,Thriller",Jeff Nichols,0.222016
2270,19-Oct-07,Out of the Blue,4.6,0.000728,0.731767,10.0,1,2013,"Comedy,Drama",Edoardo Leo,-3.8682329999999996
2271,25-Mar-16,The Lobster,4.5,9.196278,18.019834,6.9,2895,2015,"Comedy,Drama,Romance",Yorgos Lanthimos,13.519834
2272,4-Oct-96,Bound,4.5,3.80226,7.011317,3.5,42,2020,"Action,Drama",Jokes Yanes,2.511317
2276,7-Oct-11,Blackthorn,4.5,0.200558,1.217307,6.7,111,2011,"Action,Adventure,Western",Mateo Gil,-3.282693
2277,8-May-15,Maggie,4.5,0.187112,1.02776,5.3,958,2015,"Drama,Horror",Henry Hobson,-3.47224
2279,1-Mar-13,The Sweeney,4.5,0.026345,8.000366,5.9,142,2012,"Action,Crime,Drama",Nick Love,3.5003659999999996
2280,4-Sep-14,Falcon Rising,4.5,0.011774,0.011774,5.8,126,2014,"Action,Adventure",Ernie Barbarash,-4.488226
2281,6-Jun-14,Anna,4.357373,0.0,1.2,3.1,8,2013,"Drama,Mystery,Sci-Fi",Jorge Dorado,-3.1573729999999998
2287,19-Oct-90,Night of the Living Dead,4.2,5.835247,5.835247,6.5,1,2014,Horror,Chad Zuver,1.6352469999999997
2288,1-Oct-68,Night of the Living Dead,0.114,12.087064,30.087064,6.5,1,2014,Horror,Chad Zuver,29.973064
2289,13-Aug-10,Animal Kingdom,4.2,1.044039,8.078683,6.8,399,2010,"Crime,Drama",David Michôd,3.8786829999999997
2291,21-Oct-11,Cargo,4.2,0.0,0.31323,4.4,7,2011,Drama,Yan Vizinberg,-3.8867700000000003
2297,23-Jan-15,The Boy Next Door,4.0,36.006065,53.401938,5.7,6,2015,"Horror,Thriller",Rob Cohen,49.401938
2299,11-Jul-14,Boyhood,4.0,25.379975,57.273049,7.5,3097,2014,Drama,Richard Linklater,53.273049
2300,9-Jul-10,The Kids Are All Right,4.0,20.811365,36.275469,6.6,854,2010,"Comedy,Drama,Romance",Lisa Cholodenko,32.275469
2301,18-Apr-14,A Haunted House 2,4.0,17.329487,21.206861,5.5,597,2014,"Comedy,Fantasy",Michael Tiddes,17.206861
2302,1-Mar-13,The Last Exorcism Part II,4.0,15.179303,25.448707,4.5,297,2013,"Drama,Horror,Thriller",Ed Gass-Donnelly,21.448707
2303,13-May-16,The Darkness,4.0,10.753574,10.898293,4.8,347,2016,"Horror,Thriller",Greg McLean,6.898293000000001
2304,24-Aug-12,Samsara,4.0,2.672413,5.966671,8.2,276,2011,"Documentary,Music",Ron Fricke,1.9666709999999998
2305,17-Jun-11,The Art of Getting By,4.0,1.430241,1.989035,6.5,752,2011,"Drama,Romance",Gavin Wiesen,-2.0109649999999997
2306,23-Sep-11,Red State,4.0,1.065429,1.983596,6.1,472,2011,"Action,Crime,Horror",Kevin Smith,-2.016404
2307,17-Oct-12,Holy Motors,4.0,0.641054,4.230426,7.0,431,2012,"Drama,Fantasy",Leos Carax,0.23042599999999958
2308,13-Jun-14,The Signal,4.0,0.600896,2.665322,5.9,901,2014,"Drama,Mystery,Sci-Fi",William Eubank,-1.3346779999999998
2310,22-Feb-08,The Signal,0.05,0.25115,0.406299,5.9,901,2014,"Drama,Mystery,Sci-Fi",William Eubank,0.35629900000000003
2312,7-Mar-14,The Face of Love,4.0,0.385069,1.158877,6.1,68,2013,"Drama,Mystery,Romance",Arie Posin,-2.841123
2313,11-Apr-14,Joe,4.0,0.373375,0.373375,6.6,514,2013,"Crime,Drama",David Gordon Green,-3.6266249999999998
2316,10-Apr-15,Desert Dancer,4.0,0.155271,0.596335,6.9,33,2014,"Biography,Drama,Music",Richard Raymond,-3.403665
2317,19-Jun-15,Manglehorn,4.0,0.13227,0.797439,5.4,94,2014,Drama,David Gordon Green,-3.202561
2318,1-Apr-11,Trust,4.0,0.120016,0.120016,6.6,556,2010,"Crime,Drama,Thriller",David Schwimmer,-3.879984
2321,22-Apr-11,Stake Land,4.0,0.033245,0.679482,6.2,415,2010,"Drama,Horror,Sci-Fi",Jim Mickle,-3.320518
2322,18-Apr-14,13 Sins,4.0,0.009134,0.047552,6.3,576,2014,"Horror,Thriller",Daniel Stamm,-3.952448
2323,18-Nov-11,Another Happy Day,4.0,0.00912,0.978527,6.1,60,2011,"Comedy,Drama",Sam Levinson,-3.021473
2324,22-Feb-13,Inescapable,4.0,0.004327,0.004327,5.2,27,2012,"Action,Drama,Mystery",Ruba Nadda,-3.995673
2325,20-Mar-12,A Lonely Place to Die,4.0,0.0,0.44255,6.1,251,2011,"Adventure,Crime,Thriller",Julian Gilbey,-3.5574500000000002
2326,31-Dec-03,Nothing,4.0,0.0,0.06318,6.0,1,2019,Sci-Fi,Daryush Shokof,-3.93682
2329,5-Nov-10,Four Lions,3.75,0.310007,2.436111,7.0,621,2010,"Comedy,Crime,Drama",Christopher Morris,-1.313889
2330,13-Apr-18,Truth or Dare,3.5,41.411015,95.127344,5.6,194,2013,"Horror,Romance,Thriller",Tom Boyle,91.627344
2350,19-Feb-16,The Witch,3.5,25.138705,40.45452,6.6,2931,2015,"Horror,Mystery",Robert Eggers,36.95452
2352,22-Feb-13,Dark Skies,3.5,17.418667,27.704111,6.1,1004,2013,"Horror,Sci-Fi,Thriller",Scott Stewart,24.204111
2353,19-Jan-18,Forever My Girl,3.5,16.376066,16.376066,7.4,406,2018,"Drama,Music,Romance",Bethany Ashton Wolf,12.876066000000002
2354,21-Jun-72,Frenzy,3.5,12.6,12.6,3.9,9,2015,Thriller,Aash Aaron,9.1
2355,18-May-18,First Reformed,3.5,3.448256,3.874772,6.9,446,2017,"Drama,Mystery,Thriller",Paul Schrader,0.3747720000000001
2356,2-Dec-16,Believe,3.5,0.890303,0.890303,5.9,12,2018,Documentary,Nikita Sharma,-2.609697
2364,30-Sep-16,American Honey,3.5,0.663247,2.61175,6.7,417,2016,"Adventure,Drama,Romance",Andrea Arnold,-0.8882500000000002
2365,18-Mar-16,The Bronze,3.5,0.615816,0.615816,5.8,186,2015,"Comedy,Drama,Sport",Bryan Buckley,-2.884184
2366,8-Jan-16,The Masked Saint,3.5,0.182695,0.182695,3.5,16,2016,"Action,Biography,Crime",Warren P. Sonoda,-3.317305
2367,3-Jun-16,Time to Choose,3.5,0.029233,0.029233,8.3,3,2015,Documentary,Charles Ferguson,-3.470767
2368,21-Oct-11,Margin Call,3.4,5.353586,20.433227,6.8,856,2011,"Drama,Thriller",J.C. Chandor,17.033227
2369,11-Jul-08,August,3.4,0.012636,0.012636,6.6,19,2011,"Drama,Romance",Eldar Rapaport,-3.387364
2373,10-Oct-14,Whiplash,3.3,13.092006,38.969037,7.9,94,2014,"Drama,Music",Damien Chazelle,35.669037
2375,6-Jul-18,Sorry to Bother You,3.2,17.493096,18.28556,6.9,481,2018,"Comedy,Fantasy,Sci-Fi",Boots Riley,15.085560000000001
2376,3-Jun-11,Beginners,3.2,5.790894,14.314407,6.9,532,2010,"Comedy,Drama,Romance",Mike Mills,11.114407
2377,22-Apr-16,The Meddler,3.2,4.267219,5.526942,5.8,186,2015,"Comedy,Drama,Romance",Lorene Scafaria,2.326942
2378,12-Apr-13,Antiviral,3.1,0.0,0.123407,5.8,152,2012,"Horror,Sci-Fi,Thriller",Brandon Cronenberg,-2.9765930000000003
2379,20-Oct-10,Paranormal Activity 2,3.0,84.752907,177.512032,5.7,1342,2010,Horror,Tod Williams,174.512032
2380,28-Aug-15,War Room,3.0,67.790117,73.975239,7.5,171,2015,Drama,Alex Kendrick,70.975239
2381,7-Jun-13,The Purge,3.0,64.473115,91.266581,6.2,4797,2013,"Horror,Thriller",James DeMonaco,88.266581
2382,12-Oct-12,Sinister,3.0,48.086903,87.727807,3.8,8,2012,"Horror,Mystery,Thriller",Scott Derrickson,84.727807
2386,1-Jan-78,Coming Home,3.0,32.653,32.653,7.3,76,2012,Documentary,Michael Garcia,29.653
2392,1-Jun-18,Upgrade,3.0,11.97713,16.553285,7.4,1326,2018,"Action,Sci-Fi,Thriller",Leigh Whannell,13.553284999999999
2394,26-Aug-48,Red River,3.0,9.012,9.012,0.0,1,2011,Horror,Jacob Ennis,6.0120000000000005
