,release_date,movie,production_budget_millions,domestic_gross_millions,worldwide_gross_millions,vote_average,vote_count,start_year,genres,directors_name,movie_profits_millions
1629,1-Feb-19,Miss Bala,15.0,14.998027,15.362298,6.3,50,2011,"Crime,Drama,Thriller",Gerardo Naranjo,0.3622979999999991
1631,30-Nov-12,Killing Them Softly,15.0,14.945541,39.238443,6.0,1105,2012,"Crime,Thriller",Andrew Dominik,24.238442999999997
1632,19-Aug-11,One Day,15.0,13.843771,59.168692,7.2,2105,2011,"Drama,Romance",Lone Scherfig,44.168692
1637,20-Jan-17,The Founder,15.0,12.786053,24.403192,7.0,2093,2012,"Comedy,Sci-Fi",Eric Dean Hordes,9.403192
1639,23-Sep-16,Queen of Katwe,15.0,8.874389,10.055481,7.1,225,2016,"Biography,Drama,Sport",Mira Nair,-4.944519
1640,21-May-99,The Love Letter,15.0,8.322608,9.01098,5.0,2,2011,"Adventure,Documentary",Mikey Schaefer,-5.98902
1641,4-Jan-13,Promised Land,15.0,7.597898,12.394562,6.2,378,2012,Drama,Gus Van Sant,-2.6054379999999995
1645,8-Jun-18,Hotel Artemis,15.0,6.708137,12.758799,5.9,471,2018,"Action,Drama,Sci-Fi",Drew Pearce,-2.241201
1646,30-Oct-15,Scouts Guide to the Zombie Apocalypse,15.0,3.703046,15.554855,6.2,915,2015,"Action,Comedy,Horror",Christopher Landon,0.5548549999999999
1647,22-Sep-10,You Will Meet a Tall Dark Stranger,15.0,3.247816,34.247816,5.8,431,2010,"Comedy,Drama,Romance",Woody Allen,19.247816
1648,23-Oct-15,Rock the Kasbah,15.0,3.020665,3.386153,5.5,154,2015,"Comedy,Music,War",Barry Levinson,-11.613847
1649,15-Sep-10,Never Let Me Go,15.0,2.434652,11.173718,6.8,1294,2010,"Drama,Romance,Sci-Fi",Mark Romanek,-3.826282000000001
1651,9-Sep-16,The Disappointments Room,15.0,2.423467,3.503761,4.4,272,2016,"Drama,Horror,Thriller",D.J. Caruso,-11.496239
1652,3-Feb-17,The Comedian,15.0,1.658706,1.658706,5.6,68,2012,"Drama,Romance",Tom Shkolnik,-13.341294
1654,26-Apr-13,The Reluctant Fundamentalist,15.0,0.528731,0.528731,6.7,120,2012,"Drama,Thriller",Mira Nair,-14.471269
1655,6-Feb-04,The Return,15.0,0.501752,5.953886,7.0,2,2012,Drama,Hernan Jimenez,-9.046114
1660,27-Aug-10,Centurion,15.0,0.12357,7.885048,6.1,673,2010,"Action,Adventure,Drama",Neil Marshall,-7.114952
1661,6-Sep-13,Winnie Mandela,15.0,0.061847,0.061847,5.7,6,2011,"Biography,Drama,History",Darrell Roodt,-14.938153
1662,4-Nov-11,The Son of No One,15.0,0.03068,1.148578,5.1,156,2011,"Action,Crime,Drama",Dito Montiel,-13.851422
1663,6-Dec-13,Khumba,15.0,0.0,20.898221,5.6,129,2013,"Adventure,Animation,Family",Anthony Silverston,5.8982209999999995
1664,5-May-15,A Few Best Men,15.0,0.0,17.224539,5.8,247,2011,"Comedy,Romance",Stephan Elliott,2.224539
1665,17-Feb-17,In Dubious Battle,15.0,0.0,0.214182,5.9,67,2016,Drama,James Franco,-14.785818
1666,1-Sep-15,Broken Horses,15.0,0.0,0.003471,5.4,17,2015,"Action,Crime,Drama",Vidhu Vinod Chopra,-14.996529
1667,1-Jul-15,Magic Mike XXL,14.5,66.013057,123.660597,6.2,1110,2015,"Comedy,Drama,Music",Gregory Jacobs,109.160597
1668,31-Aug-12,The Possession,14.0,49.130588,82.925064,5.9,918,2012,"Horror,Mystery,Thriller",Ole Bornedal,68.925064
1669,18-Jan-91,White Fang,14.0,34.729091,34.729091,7.2,69,2018,"Adventure,Animation",Alexandre Espigares,20.729090999999997
1670,8-Oct-99,Superstar,14.0,30.628981,30.628981,5.3,49,2012,Drama,Xavier Giannoli,16.628981
1676,13-Jan-12,The Iron Lady,14.0,29.959436,115.592104,6.4,899,2011,"Biography,Drama",Phyllida Lloyd,101.592104
1677,12-Mar-10,Our Family Wedding,14.0,20.255281,21.410546,5.5,57,2010,"Comedy,Romance",Rick Famuyiwa,7.410546
1678,20-Feb-15,Hot Tub Time Machine 2,14.0,12.314651,12.826644,5.1,512,2015,"Comedy,Mystery,Sci-Fi",Steve Pink,-1.173356
1679,17-Nov-06,Bobby,14.0,11.242801,20.597806,6.6,10,2016,"Biography,Documentary,Sport",Ron Scalpello,6.5978059999999985
1680,26-Oct-12,Fun Size,14.0,9.409538,11.166615,5.5,249,2012,"Adventure,Comedy",Josh Schwartz,-2.833385
1681,23-Oct-15,Suffragette,14.0,4.70242,34.044909,7.3,982,2015,"Biography,Drama,History",Sarah Gavron,20.044908999999997
1682,19-Dec-14,Mr. Turner,14.0,3.958546,25.187026,6.5,301,2014,"Biography,Drama,History",Mike Leigh,11.187026
1683,6-Aug-10,Flipped,14.0,1.755212,4.289993,7.4,859,2010,"Comedy,Drama,Romance",Rob Reiner,-9.710007000000001
1687,30-Sep-11,Margaret,14.0,0.047185,0.623292,6.3,138,2011,Drama,Kenneth Lonergan,-13.376708
1688,31-Dec-08,Ca$h,13.7,0.0,11.738256,5.8,112,2010,"Crime,Thriller",Stephen Milburn Anderson,-1.9617439999999995
1689,26-Mar-10,Ca$h,7.0,0.046488,0.046488,5.8,112,2010,"Crime,Thriller",Stephen Milburn Anderson,-6.953512
1690,12-Oct-12,Seven Psychopaths,13.5,15.024049,33.035736,6.8,2109,2012,"Comedy,Crime",Martin McDonagh,19.535736
1691,1-Apr-11,The Last Godfather,13.4,0.164247,0.164247,4.9,9,2010,"Comedy,Crime,Romance",Hyung-rae Shim,-13.235753
1692,4-Apr-14,Under the Skin,13.3,2.614251,7.229933,6.1,1781,2013,"Drama,Horror,Sci-Fi",Jonathan Glazer,-6.070067000000001
1693,12-Sep-14,No Good Deed,13.2,52.543632,54.32321,5.8,286,2014,"Action,Crime,Drama",Sam Miller,41.12321
1694,3-Dec-10,Black Swan,13.0,106.954678,331.26671,7.6,8374,2010,"Drama,Thriller",Darren Aronofsky,318.26671
1695,11-Feb-11,Justin Bieber: Never Say Never,13.0,73.01391,99.034125,5.1,240,2011,"Documentary,Music",Jon M. Chu,86.034125
1696,4-Jul-18,The First Purge,13.0,69.488745,136.617305,5.8,1846,2018,"Action,Horror,Sci-Fi",Gerard McMurray,123.61730499999999
1697,16-Mar-16,Miracles from Heaven,13.0,61.705123,73.798736,7.1,478,2016,"Biography,Drama,Family",Patricia Riggen,60.798736000000005
1698,24-Jun-16,The Shallows,13.0,55.121623,118.763442,6.3,3037,2016,"Drama,Horror,Thriller",Jaume Collet-Serra,105.763442
1699,14-Feb-14,About Last Night,13.0,48.637684,50.44586,6.0,312,2014,"Comedy,Romance",Steve Pink,37.44586
1700,10-Oct-14,St. Vincent,13.0,44.137712,54.837234,7.1,1069,2014,"Comedy,Drama",Theodore Melfi,41.837234
1701,2-Jul-14,Earth to Echo,13.0,38.934842,42.174545,5.7,377,2014,"Adventure,Family,Sci-Fi",Dave Green,29.174545000000002
1702,10-Apr-15,Ex Machina,13.0,25.440971,38.358392,7.6,8026,2014,"Drama,Mystery,Sci-Fi",Alex Garland,25.358392000000002
1703,11-Mar-16,Eye in the Sky,13.0,18.704596,35.402802,7.1,850,2015,"Drama,Thriller,War",Gavin Hood,22.402802
1704,22-Mar-13,Admission,13.0,18.007317,18.733666,5.5,385,2013,"Comedy,Drama,Romance",Paul Weitz,5.7336659999999995
1705,21-Sep-12,The Perks of Being a Wallflower,13.0,17.742948,33.069303,7.8,5938,2012,Drama,Stephen Chbosky,20.069302999999998
1706,16-Oct-15,Room,13.0,14.677674,36.262783,8.1,5494,2015,"Drama,Thriller",Lenny Abrahamson,23.262783
1707,17-Jul-15,Bajrangi Bhaijaan,13.0,8.178001,121.778347,7.9,232,2015,"Action,Comedy,Drama",Kabir Khan,108.778347
1708,26-Mar-10,Chloe,13.0,3.075255,11.831131,5.9,940,2013,"Drama,Music,Romance",Princeton Holt,-1.1688690000000008
1710,4-Dec-15,Youth,13.0,2.703296,24.001573,5.3,9,2012,"Drama,Family",Justine Malle,11.001573
1725,24-Jul-15,The Vatican Tapes,13.0,1.784763,14.929184,4.6,365,2015,"Horror,Thriller",Mark Neveldine,1.9291839999999993
1726,29-Jul-11,Attack the Block,13.0,1.024175,6.459183,6.4,1144,2011,"Action,Comedy,Sci-Fi",Joe Cornish,-6.540817
1727,18-Jun-10,The Killer Inside Me,13.0,0.217277,3.617277,5.9,304,2010,"Crime,Drama,Horror",Michael Winterbottom,-9.382723
1728,15-Mar-13,The Call,12.8,51.872378,69.821476,6.7,1779,2013,"Crime,Drama,Horror",Brad Anderson,57.02147600000001
1730,12-Sep-14,The Drop,12.6,10.724389,19.054534,6.7,1215,2014,"Crime,Drama",Michaël R. Roskam,6.454534000000001
1732,15-Oct-10,Conviction,12.5,6.797696,11.82698,7.2,297,2010,"Biography,Crime,Drama",Tony Goldwyn,-0.6730199999999993
1735,17-Dec-10,Casino Jack,12.5,2.039869,2.272186,6.1,149,2010,"Biography,Comedy,Crime",George Hickenlooper,-10.227814
1736,5-Oct-12,The Paperboy,12.5,0.6772,4.027663,5.5,409,2012,"Crime,Drama,Mystery",Lee Daniels,-8.472337
1737,4-May-12,A Little Bit of Heaven,12.5,0.010011,1.100287,6.3,333,2011,"Comedy,Drama,Fantasy",Nicole Kassell,-11.399713
1738,6-Jun-14,The Fault in Our Stars,12.0,124.87235,307.166834,7.6,7236,2014,"Drama,Romance",Josh Boone,295.166834
1739,20-Apr-12,Think Like a Man,12.0,91.547205,113.373764,6.9,438,2012,"Comedy,Romance",Tim Story,101.373764
1740,3-Feb-12,Chronicle,12.0,64.575175,123.68179,6.7,3084,2012,"Drama,Sci-Fi,Thriller",Josh Trank,111.68179
1741,2-Mar-12,Project X,12.0,54.731865,103.028188,6.4,2968,2012,Comedy,Nima Nourizadeh,91.028188
1745,10-Nov-17,"Three Billboards Outside Ebbing, Missouri",12.0,54.51374,160.191915,8.2,5432,2017,"Crime,Drama",Martin McDonagh,148.191915
1746,25-Nov-16,Lion,12.0,51.739495,149.57072,8.1,3833,2015,"Comedy,Drama,Romance",Troy Murray,137.57072
1748,4-May-18,Overboard,12.0,50.316123,85.36983,6.3,535,2018,"Comedy,Romance",Rob Greenberg,73.36983
1749,22-Nov-13,Philomena,12.0,37.709979,98.963392,7.4,945,2013,"Biography,Comedy,Drama",Stephen Frears,86.963392
1750,15-Feb-02,Crossroads,12.0,37.188667,57.0,4.0,1,2011,Drama,Masatoshi Kurakata,45.0
1756,24-Jul-15,Paper Towns,12.0,32.000304,85.450484,6.0,3587,2015,"Comedy,Drama,Mystery",Jake Schreier,73.450484
1757,12-Aug-16,Hell or High Water,12.0,27.007844,37.584304,7.3,2468,2016,"Action,Crime,Drama",David Mackenzie,25.584304000000003
1758,12-Dec-14,Top Five,12.0,25.317379,26.001741,6.3,281,2014,"Comedy,Romance",Chris Rock,14.001740999999999
1759,30-Jan-15,Project Almanac,12.0,22.348241,32.909437,6.5,1449,2015,"Drama,Mystery,Sci-Fi",Dean Israelite,20.909436999999997
1760,14-May-10,Just Wright,12.0,21.540363,21.867665,6.2,211,2010,"Comedy,Romance,Sport",Sanaa Hamri,9.867664999999999
1761,15-Nov-13,Nebraska,12.0,17.654912,24.76136,7.4,967,2013,"Adventure,Comedy,Drama",Alexander Payne,12.76136
1762,9-Dec-11,Young Adult,12.0,16.311571,22.750356,5.7,603,2011,"Comedy,Drama",Jason Reitman,10.750356
1763,1-Nov-13,About Time,12.0,15.323921,89.309178,7.9,3981,2013,"Comedy,Drama,Fantasy",Richard Curtis,77.309178
1764,14-Dec-18,If Beale Street Could Talk,12.0,14.915773,19.859167,7.2,388,2018,"Drama,Romance",Barry Jenkins,7.859166999999999
1765,14-Jul-17,Wish Upon,12.0,14.301505,23.477345,5.4,690,2017,"Drama,Fantasy,Horror",John R. Leonetti,11.477345
1766,13-Oct-17,Marshall,12.0,10.051659,10.116816,7.3,257,2017,"Biography,Crime,Drama",Reginald Hudlin,-1.883184
1767,14-Sep-12,Arbitrage,12.0,7.919574,35.830713,6.2,459,2012,"Drama,Thriller",Nicholas Jarecki,23.830713000000003
1768,12-May-00,Screwed,12.0,6.98268,6.98268,5.0,6,2011,"Crime,Drama",Reg Traviss,-5.01732
1772,1-Jun-12,For Greater Glory: The True Story of Cristiada,12.0,5.669081,10.026255,6.6,63,2012,"Drama,History,War",Dean Wright,-1.9737449999999992
1773,19-Mar-99,Ravenous,12.0,2.062406,2.062406,5.4,123,2017,"Drama,Horror,Sci-Fi",Robin Aubert,-9.937594
1774,1-Mar-13,Stoker,12.0,1.703125,12.034913,6.6,1282,2013,"Drama,Thriller",Chan-wook Park,0.03491299999999953
1775,11-Mar-11,Kill the Irishman,12.0,1.188194,1.188194,6.9,274,2011,"Biography,Crime,Drama",Jonathan Hensleigh,-10.811806
1777,20-Apr-12,Darling Companion,12.0,0.793352,1.200346,5.0,46,2012,"Comedy,Drama,Romance",Lawrence Kasdan,-10.799654
1778,20-Jul-01,Brother,12.0,0.450594,0.450594,6.7,15,2010,"Drama,Family,Sport",Marcel Rasquin,-11.549406
1784,9-Oct-15,Trash,12.0,0.017484,6.553186,3.0,3,2019,Thriller,Bettie Wilde,-5.446814
1790,19-Aug-11,5 Days of War,12.0,0.017479,0.087793,5.7,102,2011,"Action,Drama,War",Renny Harlin,-11.912207
1791,11-Nov-15,10 Days in a Madhouse,12.0,0.014616,0.014616,5.4,7,2015,Drama,Timothy Hines,-11.985384
1792,10-Feb-10,Triangle,12.0,0.0,1.594955,6.8,1094,2012,Drama,Theodros Teshome,-10.405045
1794,20-Nov-15,Carol,11.8,12.711491,42.843521,7.4,1949,2015,"Drama,Romance",Todd Haynes,31.043521000000002
1795,22-Jan-16,Dirty Grandpa,11.5,35.593113,105.078449,5.8,2667,2016,Comedy,Dan Mazer,93.578449
1796,10-Dec-10,The Fighter,11.0,93.617009,129.262388,7.3,2325,2010,"Biography,Drama,Sport",David O. Russell,118.26238799999999
1797,22-Aug-14,If I Stay,11.0,50.474843,78.35617,7.4,2703,2014,"Drama,Fantasy,Music",R.J. Cutler,67.35617
1798,4-Nov-15,Brooklyn,11.0,38.322743,62.076141,7.3,1912,2015,"Drama,Romance",John Crowley,51.076141
1802,1-Apr-15,Woman in Gold,11.0,33.307793,58.586407,7.4,787,2015,"Biography,Drama,History",Simon Curtis,47.586407
1803,8-Dec-17,"I, Tonya",11.0,30.014534,53.797409,7.5,2904,2017,"Biography,Comedy,Drama",Craig Gillespie,42.797409
1804,11-Jan-13,Quartet,11.0,18.388357,56.178935,6.6,209,2012,"Comedy,Drama",Dustin Hoffman,45.178935
1805,10-May-13,Peeples,11.0,9.177065,9.307166,5.2,34,2013,"Comedy,Romance",Tina Gordon,-1.6928339999999995
1806,26-Sep-03,The Gospel of John,11.0,4.068087,4.234355,5.4,5,2014,Drama,David Batty,-6.765645
1807,26-Aug-11,Brighton Rock,11.0,0.229653,0.229653,6.0,57,2010,"Crime,Drama,Thriller",Rowan Joffe,-10.770347
1808,4-May-12,LOL,11.0,0.0,10.431506,6.1,1810,2012,"Comedy,Drama,Romance",Lisa Azuelos,-0.5684939999999994
1809,5-Feb-16,Misconduct,11.0,0.0,2.352511,5.5,301,2016,"Crime,Drama,Mystery",Shintaro Shimosawa,-8.647489
1810,6-Dec-13,The Last Days on Mars,10.6,0.024084,0.261364,5.3,407,2013,"Adventure,Horror,Sci-Fi",Ruairi Robinson,-10.338636
1811,18-Feb-83,Lovesick,10.1,10.143618,10.143618,5.0,44,2019,"Comedy,Drama",Johann Buchholz,0.04361800000000038
1815,1-Jul-16,The Purge: Election Year,10.0,79.04244,118.514727,6.3,2900,2016,"Action,Horror,Sci-Fi",James DeMonaco,108.514727
1816,18-May-18,Book Club,10.0,68.566296,91.113683,10.0,1,2015,Documentary,Hope Hartman,81.113683
1820,5-Jan-18,Insidious: The Last Key,10.0,67.74533,167.885588,6.1,1306,2018,"Horror,Mystery,Thriller",Adam Robitel,157.885588
1821,3-Nov-17,Lady Bird,10.0,48.958273,78.610769,7.3,3866,2017,"Comedy,Drama",Greta Gerwig,68.610769
1822,4-May-12,The Best Exotic Marigold Hotel,10.0,46.383639,134.63978,6.9,756,2011,"Comedy,Drama,Romance",John Madden,124.63978
1823,8-Jun-18,Hereditary,10.0,44.069456,70.133905,7.0,2491,2018,"Drama,Horror,Mystery",Ari Aster,60.133905
1824,16-Mar-18,"Love, Simon",10.0,40.826341,65.520633,8.2,3165,2018,"Comedy,Drama,Romance",Greg Berlanti,55.520633000000004
1825,22-Jan-16,The Boy,10.0,35.819556,68.220952,5.6,79,2015,"Drama,Horror,Thriller",Craig William Macneill,58.220952
1829,19-May-17,"Everything, Everything",10.0,34.12114,61.603136,7.2,2447,2017,"Drama,Romance",Stella Meghie,51.603136
1830,17-Sep-10,Devil,10.0,33.679655,63.354114,5.9,1516,2010,"Horror,Mystery,Thriller",John Erick Dowdle,53.354114
1832,6-Mar-15,The Second Best Exotic Marigold Hotel,10.0,33.078266,90.384306,6.4,420,2015,"Comedy,Drama",John Madden,80.384306
1833,28-Apr-17,How to Be a Latin Lover,10.0,32.149404,62.556228,6.3,197,2017,"Comedy,Drama",Ken Marino,52.556228
1834,10-Aug-18,Slender Man,10.0,30.564825,51.723644,4.0,712,2018,"Horror,Mystery,Thriller",Sylvain White,41.723644
1835,9-Sep-16,When the Bough Breaks,10.0,29.747603,30.768449,5.3,150,2016,"Crime,Drama,Horror",Jon Cassar,20.768449
1836,21-Aug-15,Sinister 2,10.0,27.740955,54.104225,5.8,1142,2015,"Horror,Mystery,Thriller",Ciarán Foy,44.104225
1837,8-Jan-16,The Forest,10.0,26.594261,40.74923,2.5,1,2011,"Horror,Thriller",Shan Serafin,30.749229999999997
1846,17-Aug-12,Sparkle,10.0,24.397469,24.660323,7.0,7,2012,"Drama,Music",Salim Akil,14.660323000000002
1848,26-Apr-13,Mud,10.0,21.590086,31.556959,7.0,1592,2012,Drama,Jeff Nichols,21.556959
1849,1-Dec-17,The Disaster Artist,10.0,21.120616,28.717667,7.2,1895,2017,"Biography,Comedy,Drama",James Franco,18.717667
1850,16-Sep-16,Blair Witch,10.0,20.777061,38.985577,5.0,1094,2016,"Horror,Mystery,Thriller",Adam Wingard,28.985577
1851,23-Oct-15,Paranormal Activity: The Ghost Dimension,10.0,18.297124,77.959374,5.2,774,2015,"Horror,Mystery,Thriller",Gregory Plotkin,67.959374
1852,17-Jun-05,The Perfect Man,10.0,16.535005,19.535005,8.0,2,2011,"Drama,Romance",Paul D. Hannah,9.535005000000002
1853,7-Oct-16,The Birth of a Nation,10.0,15.861566,16.891011,6.5,328,2016,"Biography,Drama,History",Nate Parker,6.891010999999999
1854,8-Feb-15,The Birth of a Nation,0.11,10.0,11.0,6.5,328,2016,"Biography,Drama,History",Nate Parker,10.89
1855,23-Nov-11,My Week with Marilyn,10.0,14.597405,34.240572,6.7,741,2011,"Biography,Drama",Simon Curtis,24.240572
1856,25-Dec-14,Big Eyes,10.0,14.482031,27.317872,7.0,2153,2014,"Biography,Crime,Drama",Tim Burton,17.317872
1857,19-Dec-00,The Gift,10.0,12.008642,44.567606,6.6,7,2010,Drama,J. Jesses Smith,34.567606
1862,7-Aug-15,The Gift,5.0,43.787265,58.978477,6.6,7,2010,Drama,J. Jesses Smith,53.978477
1927,19-Oct-18,Can You Ever Forgive Me?,10.0,8.803865,11.752387,6.9,450,2018,"Biography,Comedy,Crime",Marielle Heller,1.7523870000000006
1928,21-May-10,MacGruber,10.0,8.5256,8.629895,5.3,270,2010,"Action,Comedy,Romance",Jorma Taccone,-1.3701050000000006
1929,14-Mar-14,Bad Words,10.0,7.779614,7.843145,6.4,451,2013,"Comedy,Drama",Jason Bateman,-2.156855
1930,27-Mar-15,While We're Young,10.0,7.582065,17.503828,5.9,609,2014,"Comedy,Drama,Mystery",Noah Baumbach,7.503827999999999
1931,24-Oct-01,Bones,10.0,7.316658,8.378853,8.0,4,2010,Drama,Frank Pestarino,-1.6211470000000006
1933,22-Jun-12,Seeking a Friend for the End of the World,10.0,7.078738,11.766959,6.4,1108,2012,"Adventure,Comedy,Drama",Lorene Scafaria,1.766959
1934,11-Nov-16,Shut In,10.0,6.900335,11.360665,5.2,374,2016,"Drama,Mystery,Thriller",Farren Blackburn,1.3606649999999991
1935,11-Feb-11,Cedar Rapids,10.0,6.861102,7.862131,6.0,206,2011,Comedy,Miguel Arteta,-2.1378690000000002
1936,30-Nov-12,The Collection,10.0,6.810754,8.890094,6.1,465,2012,"Action,Horror,Thriller",Marcus Dunstan,-1.1099060000000005
1938,20-Mar-15,Danny Collins,10.0,5.637066,8.465845,6.7,260,2015,"Biography,Comedy,Drama",Dan Fogelman,-1.5341550000000002
1939,15-Jun-18,Gotti,10.0,4.286367,6.0891,5.2,231,2018,"Biography,Crime,Drama",Kevin Connolly,-3.9109
1940,30-Sep-16,Denial,10.0,4.073448,9.26394,6.7,349,2016,"Biography,Drama",Mick Jackson,-0.7360600000000002
1941,29-Apr-16,The Man Who Knew Infinity,10.0,3.877922,12.382122,7.2,699,2015,"Biography,Drama",Matt Brown,2.3821220000000007
1942,14-Oct-16,Max Steel,10.0,3.818664,4.56308,5.2,383,2016,"Action,Adventure,Family",Stewart Hendler,-5.43692
1943,4-Feb-94,Romeo Is Bleeding,10.0,3.275585,3.275585,7.5,4,2015,"Biography,Documentary,Drama",Jason Zeldes,-6.7244150000000005
1944,14-Nov-14,Rosewater,10.0,3.128941,3.185717,6.7,121,2014,"Biography,Drama",Jon Stewart,-6.814283
1945,9-Sep-11,Bucky Larson: Born to Be a Star,10.0,2.529395,2.529395,4.2,79,2011,Comedy,Tom Brady,-7.470605
1946,3-May-13,The Iceman,10.0,1.930282,3.623609,6.5,562,2012,"Biography,Crime,Drama",Ariel Vromen,-6.376391
1947,5-Jun-15,Testament of Youth,10.0,1.82225,6.646669,7.4,486,2014,"Biography,Drama,History",James Kent,-3.353331
1948,21-Apr-17,Free Fire,10.0,1.799322,3.793739,6.3,540,2016,"Action,Comedy,Crime",Ben Wheatley,-6.206261
1949,24-Jun-11,A Better Life,10.0,1.759252,1.884251,7.1,97,2011,"Drama,Romance",Chris Weitz,-8.115749000000001
1951,4-Feb-00,Gun Shy,10.0,1.638202,1.638202,4.8,68,2017,"Action,Adventure,Comedy",Simon West,-8.361798
1952,16-Apr-10,The Joneses,10.0,1.475746,3.541565,6.2,312,2011,"Comedy,Drama",Chris Tyrrell,-6.458435
1956,27-Jul-12,Killer Joe,10.0,1.291645,4.65911,6.5,703,2011,"Crime,Drama,Thriller",William Friedkin,-5.34089
1957,2-Jun-17,Churchill,10.0,1.279681,7.582196,6.1,150,2017,"Biography,Drama,History",Jonathan Teplitzky,-2.4178040000000003
1959,21-Mar-14,50 to 1,10.0,1.069454,1.069454,6.2,25,2014,Drama,Jim Wilson,-8.930546
1960,20-Jan-12,Coriolanus,10.0,0.749641,2.179623,6.0,215,2011,"Drama,Thriller,War",Ralph Fiennes,-7.820377000000001
1963,4-Oct-13,Parkland,10.0,0.641439,1.616353,6.1,206,2013,"Drama,History,Mystery",Peter Landesman,-8.383647
1964,29-Oct-10,Welcome to the Rileys,10.0,0.152857,0.355919,6.5,241,2010,Drama,Jake Scott,-9.644081
1965,9-Sep-16,Kicks,10.0,0.150191,0.150191,6.6,50,2016,"Adventure,Drama",Justin Tipping,-9.849809
1966,1-Jun-12,High School,10.0,0.139034,0.248133,5.8,68,2010,Comedy,John Stalberg Jr.,-9.751867
1967,19-Feb-10,Blood Done Sign My Name,10.0,0.109383,0.109383,6.0,5,2010,Drama,Jeb Stuart,-9.890617
1968,7-Nov-14,Elsa & Fred,10.0,0.067657,0.197901,6.2,48,2014,"Comedy,Drama,Romance",Michael Radford,-9.802099
1969,10-Jul-15,Strangerland,10.0,0.017472,0.161097,5.2,135,2015,"Drama,Mystery,Thriller",Kim Farrant,-9.838903
1970,26-Dec-14,Barbecue,10.0,0.000388,0.247565,5.8,383,2014,Comedy,Eric Lavaine,-9.752435
1974,31-Dec-10,The Reef,10.0,0.0,15.037867,5.6,264,2010,"Adventure,Drama,Horror",Andrew Traucki,5.037867
1975,21-Jul-15,American Heist,10.0,0.0,2.341218,4.6,213,2014,"Action,Crime,Drama",Sarik Andreasyan,-7.658782
1976,8-Oct-10,It's a Wonderful Afterlife,10.0,0.0,1.642939,4.6,12,2010,"Comedy,Drama,Fantasy",Gurinder Chadha,-8.357061
1977,26-Sep-14,Plastic,10.0,0.0,0.575371,6.5,1,2011,Horror,Jose Carlos Gomez,-9.424629
1983,22-Sep-17,Friend Request,9.9,3.759078,11.310835,5.5,43,2016,"Horror,Thriller",Simon Verhoeven,1.4108350000000005
1987,19-Dec-12,Amour,9.7,6.738954,36.787044,7.7,746,2012,"Drama,Romance",Michael Haneke,27.087044000000002
1988,21-Dec-16,Dangal,9.5,12.391761,294.654618,8.1,358,2016,"Action,Biography,Drama",Nitesh Tiwari,285.154618
1990,19-Mar-10,The Runaways,9.5,3.573673,5.278632,6.4,448,2010,"Biography,Drama,Music",Floria Sigismondi,-4.221368
1992,11-Nov-11,Melancholia,9.4,3.030848,21.817298,7.1,1642,2011,"Drama,Sci-Fi",Lars von Trier,12.417298
1995,13-Nov-12,Jab Tak Hai Jaan,9.2,3.047539,5.806666,6.9,107,2012,"Drama,Romance",Yash Chopra,-3.3933339999999994
1996,18-Jul-14,The Purge: Anarchy,9.0,71.56255,111.534881,6.6,3754,2014,"Action,Horror,Sci-Fi",James DeMonaco,102.534881
1997,21-Oct-16,Ouija: Origin of Evil,9.0,35.144505,81.831866,6.0,1416,2016,"Drama,Horror,Mystery",Mike Flanagan,72.831866
1998,30-Jan-15,Black or White,9.0,21.571189,21.971021,6.8,193,2014,Drama,Mike Binder,12.971021
2000,18-Nov-16,The Edge of Seventeen,9.0,14.431633,19.096003,7.2,2224,2016,"Comedy,Drama",Kelly Fremon Craig,10.096003
